Updated On,State,Total Doses Administered,First Dose Administered,Second Dose Administered
14/04/2021,Uttar Pradesh,10027627,8605823,1421804
15/04/2021,Uttar Pradesh,10272414,8790085,1482329
16/04/2021,Uttar Pradesh,10538062,8978071,1559991
17/04/2021,Uttar Pradesh,10712197,9102301,1609896
18/04/2021,Uttar Pradesh,10718349,9106335,1612014
19/04/2021,Uttar Pradesh,10909053,9224739,1684314
20/04/2021,Uttar Pradesh,11120514,9356225,1764289
21/04/2021,Uttar Pradesh,11259040,9449601,1809439
22/04/2021,Uttar Pradesh,11440742,9563554,1877188
23/04/2021,Uttar Pradesh,11623304,9679629,1943675
24/04/2021,Uttar Pradesh,11776922,9779700,1997222
25/04/2021,Uttar Pradesh,11783929,9783480,2000449
26/04/2021,Uttar Pradesh,11947377,9883742,2063635
27/04/2021,Uttar Pradesh,12061238,9953817,2107421
28/04/2021,Uttar Pradesh,12169041,10018842,2150199
29/04/2021,Uttar Pradesh,12353995,10125866,2228129
30/04/2021,Uttar Pradesh,12557806,10240750,2317056
1/5/2021,Uttar Pradesh,12700692,10331285,2369407
2/5/2021,Uttar Pradesh,12705437,10334346,2371091
3/5/2021,Uttar Pradesh,12884995,10439785,2445210
4/5/2021,Uttar Pradesh,13062635,10544891,2517744
5/5/2021,Uttar Pradesh,13228006,10642247,2585759
6/5/2021,Uttar Pradesh,13402535,10742503,2660032
7/5/2021,Uttar Pradesh,13559957,10833025,2726932
8/5/2021,Uttar Pradesh,13694748,10914754,2779994
9/5/2021,Uttar Pradesh,13697577,10916895,2780682
10/5/2021,Uttar Pradesh,13881053,11025900,2855153
11/5/2021,Uttar Pradesh,14073046,11141255,2931791
12/5/2021,Uttar Pradesh,14300912,11291626,3009286
13/05/2021,Uttar Pradesh,14581474,11465614,3115860
14/05/2021,Uttar Pradesh,14771189,11590929,3180260
15/05/2021,Uttar Pradesh,14983606,11723371,3260235
16/05/2021,Uttar Pradesh,14984918,11724458,3260460
17/05/2021,Uttar Pradesh,15222236,11943385,3278851
18/05/2021,Uttar Pradesh,15436461,12144409,3292052
19/05/2021,Uttar Pradesh,15621166,12319537,3301629
20/05/2021,Uttar Pradesh,15815757,12501172,3314585
21/05/2021,Uttar Pradesh,16034048,12704166,3329882
22/05/2021,Uttar Pradesh,16250118,12905372,3344746
23/05/2021,Uttar Pradesh,16257569,12912199,3345370
24/05/2021,Uttar Pradesh,16545766,13182141,3363625
25/05/2021,Uttar Pradesh,16819746,13439732,3380014
26/05/2021,Uttar Pradesh,17077311,13683971,3393340
27/05/2021,Uttar Pradesh,17358612,13951426,3407186
28/05/2021,Uttar Pradesh,17668206,14243858,3424348
29/05/2021,Uttar Pradesh,17994300,14544503,3449797
30/05/2021,Uttar Pradesh,18010911,14560582,3450329
31/05/2021,Uttar Pradesh,18335009,14854570,3480439
1/6/2021,Uttar Pradesh,18685319,15179836,3505483
2/6/2021,Uttar Pradesh,19045624,15512608,3533016
3/6/2021,Uttar Pradesh,19436908,15875135,3561773
4/6/2021,Uttar Pradesh,19850174,16254617,3595557
5/6/2021,Uttar Pradesh,20252136,16624925,3627211
6/6/2021,Uttar Pradesh,20272802,16643702,3629100
7/6/2021,Uttar Pradesh,20735794,17079924,3655870
8/6/2021,Uttar Pradesh,21181060,17502314,3678746
